sampleName	originalIndex	Cell.Type..Samples	MajorType	GabaDeep	CellType	forContanim	Normalize	MainName	Description	Region	Anatomical.Region	Age	AgeExact	Method	RNA.isolation.method	RNA.amplification.and.labeling.method	Platform	Reference	Notes	Astrocyte	CerebGranule	Cholin	DentateGranule	Dopaminergic	Gluta	Golgi	Hypocretinergic	Microglia	MotorCholin	Oligo	Purkinje	Serotonergic	Spiny	Th_positive_LC	Astrocyte	CerebGranule	Cholin	DentateGranule	Dopaminergic	Gluta	Golgi	Hypocretinergic	Microglia	MotorCholin	Oligo	Purkinje	Serotonergic	Spiny	Th_positive_LC	MeanCont
GSM337835	13	H_granule_cerebellum:v2_GSM337834,v2_GSM337835,v2_GSM337836	Neuron	CerebGranule	CerebGranule	CerebGranule	GranuleCereb	GranuleCereb	Granule Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3576439809	0.9578476683	0.0992573226	0.4269026311	0.1476133174	0.5812503186	0.5094311352	0.2630556918	0.3008450685	0.3884422833	0.2765206749	0.4647218979	0.2829173543	0.1810771363	0.4650169293	0.3801695607
GSM337836	13	H_granule_cerebellum:v2_GSM337834,v2_GSM337835,v2_GSM337836	Neuron	CerebGranule	CerebGranule	CerebGranule	GranuleCereb	GranuleCereb	Granule Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3637732862	0.9998509091	0.1762251128	0.4116871662	0.1318828411	0.552131097	0.4829219479	0.3072941082	0.3095269559	0.3164810449	0.2970742298	0.4409484571	0.3227604457	0.2672126784	0.3319388202	0.3807806067
GSM337796	14	H_molig_cerebellum:v2_GSM337796,v2_GSM337797,v2_GSM337798	Glia	Oligo	Oligo	Oligo	OligoMature	OligoMature	Mature Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.5488817895	0.7984253686	0.2521252643	0.3654754933	0.0763232647	0.3631933496	0.3615985697	0.3615226524	0.3627289312	0.3473539519	0.9188520889	0.606883068	0.2373583723	0.3587182737	0.4554429382	0.4276588918
GSM337797	14	H_molig_cerebellum:v2_GSM337796,v2_GSM337797,v2_GSM337798	Glia	Oligo	Oligo	Oligo	OligoMature	OligoMature	Mature Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.5786126916	0.8187983713	0.3175592836	0.4241439959	0.0315881313	0.455806543	0.4819538073	0.3191840443	0.3809168334	0.3345455708	0.879449046	0.6268614207	0.2056327173	0.2718408801	0.3576822864	0.4323050415
GSM337798	14	H_molig_cerebellum:v2_GSM337796,v2_GSM337797,v2_GSM337798	Glia	Oligo	Oligo	Oligo	OligoMature	OligoMature	Mature Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.563278741	0.7687987882	0.2931066364	0.3415189078	0.2704530962	0.3609278449	0.3712866256	0.3744265094	0.3414883207	0.3880161565	0.9509650676	0.5430714844	0.3110316857	0.2429588282	0.5566455722	0.4451982843
GSM337800	15	H_molig_cortex:v2_GSM337800,v2_GSM337801,v2_GSM337802	Glia	Oligo	Oligo	Oligo	OligoMature	OligoMature	Mature Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.528881695	0.442262955	0.3452867969	0.5276347276	0.2339834282	0.5950924275	0.3201449236	0.4226459869	0.401681925	0.3411505966	0.8850823582	0.3691416867	0.2746121076	0.4191607859	0.38701237	0.432918318
GSM337801	15	H_molig_cortex:v2_GSM337800,v2_GSM337801,v2_GSM337802	Glia	Oligo	Oligo	Oligo	OligoMature	OligoMature	Mature Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.5247081752	0.5091490368	0.3138577208	0.604810128	0.3201854333	0.6022346079	0.3073704539	0.4181730854	0.3914431033	0.3264181411	0.8569432233	0.3407550164	0.3645674931	0.4055315282	0.457901335	0.4496032321
GSM337802	15	H_molig_cortex:v2_GSM337800,v2_GSM337801,v2_GSM337802	Glia	Oligo	Oligo	Oligo	OligoMature	OligoMature	Mature Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.5248200512	0.4645208576	0.3365539543	0.5700717217	0.2960744989	0.5943490564	0.4888454945	0.4757684356	0.4020809542	0.3336819953	0.8760895381	0.3376965513	0.360666681	0.4147825304	0.473310792	0.4632875408
GSM337841	16	H_mixed_olig_cerebellum:v2_GSM337841,v2_GSM337842,v2_GSM337843	Glia	Oligo	Oligo	Oligo	OligMix	OligMix	Mixed Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.4666773389	0.5693016038	0.1931943942	0.326057104	0.2591625632	0.5985559151	0.3763306043	0.3668682629	0.3256871391	0.3193364522	0.8224831871	0.4062679034	0.2829675697	0.1489595039	0.4875043144	0.3966235904
GSM337842	16	H_mixed_olig_cerebellum:v2_GSM337841,v2_GSM337842,v2_GSM337843	Glia	Oligo	Oligo	Oligo	OligMix	OligMix	Mixed Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.4287256026	0.5564881075	0.2299571882	0.3944119972	0.3585034025	0.5755704653	0.5662771667	0.4071948129	0.3396961051	0.3130970409	0.8134812296	0.4285458989	0.3435810028	0.1824007998	0.4949806476	0.4288607645
GSM337843	16	H_mixed_olig_cerebellum:v2_GSM337841,v2_GSM337842,v2_GSM337843	Glia	Oligo	Oligo	Oligo	OligMix	OligMix	Mixed Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.4271088753	0.5897049675	0.1026182008	0.2766887911	0.1743000638	0.5779678959	0.3696387528	0.2973525648	0.3329276645	0.299385057	0.8325644627	0.4392728636	0.3355489183	0.1758080823	0.5390760365	0.3846642131
GSM337844	17	H_mixed_olig_cortex:v2_GSM337844,v2_GSM337845,v2_GSM337846	Glia	Oligo	Oligo	Oligo	OligMix	OligMix	Mixed Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.5650138608	0.3960376217	0.2550986016	0.341225268	0.3663793746	0.5437104826	0.2772905097	0.4299696077	0.3672383473	0.3556765723	0.7245783859	0.3233640397	0.3480895229	0.3256266234	0.3485979432	0.3978597841
GSM337845	17	H_mixed_olig_cortex:v2_GSM337844,v2_GSM337845,v2_GSM337846	Glia	Oligo	Oligo	Oligo	OligMix	OligMix	Mixed Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.5750332536	0.3996686908	0.3261656216	0.443236428	0.3860639926	0.5577182143	0.3615953954	0.49626473	0.3603055349	0.2806764444	0.743733265	0.2677205166	0.3391069011	0.3073129518	0.466281875	0.4207255877
GSM337846	17	H_mixed_olig_cortex:v2_GSM337844,v2_GSM337845,v2_GSM337846	Glia	Oligo	Oligo	Oligo	OligMix	OligMix	Mixed Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.6082490209	0.3588508637	0.3477221335	0.4141404323	0.3426339403	0.5974828712	0.3264153878	0.4424295363	0.3454089835	0.3723824065	0.7550424852	0.3738994986	0.3529059645	0.324745668	0.4105563645	0.4248577038
GSM337848	18	H_purkinje_cerebellum:v2_GSM337848,v2_GSM337849,v2_GSM337850,v2_GSM337851,v2_GSM337852,v2_GSM337853	Neuron	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.4180699263	0.4740619733	0.2551612263	0.4616512546	0.2647159367	0.2938131346	0.5445547386	0.3462552362	0.3565859835	0.3505277221	0.2849365929	0.8684928167	0.2145866726	0.1892610314	0.3945038657	0.3811452074
GSM337849	18	H_purkinje_cerebellum:v2_GSM337848,v2_GSM337849,v2_GSM337850,v2_GSM337851,v2_GSM337852,v2_GSM337853	Neuron	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.3848869784	0.4841849396	0.2028434356	0.4559677225	0.375060886	0.429900817	0.4150861504	0.3941116832	0.385285591	0.3576988222	0.2208996088	0.8742102088	0.24667739	0.1790159334	0.3656223641	0.3847635021
GSM337850	18	H_purkinje_cerebellum:v2_GSM337848,v2_GSM337849,v2_GSM337850,v2_GSM337851,v2_GSM337852,v2_GSM337853	Neuron	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.3652217904	0.4843390909	0.1650823838	0.4297982856	0.1552475542	0.2674161836	0.4606557823	0.4203789493	0.3586566477	0.4092447836	0.2855434028	0.874704516	0.3090465881	0.1644225855	0.3966170198	0.3697583709
GSM337851	18	H_purkinje_cerebellum:v2_GSM337848,v2_GSM337849,v2_GSM337850,v2_GSM337851,v2_GSM337852,v2_GSM337853	Neuron	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.39374466	0.4049594196	0.0954227501	0.4388292368	0.3131393896	0.4039242828	0.3005272671	0.3901600848	0.3796607401	0.3526611684	0.2627204424	0.8678901248	0.2602233968	0.2148162407	0.3680658955	0.36311634
GSM337852	18	H_purkinje_cerebellum:v2_GSM337848,v2_GSM337849,v2_GSM337850,v2_GSM337851,v2_GSM337852,v2_GSM337853	Neuron	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.4129724091	0.4409784804	0.1267820614	0.4455013017	0.164767777	0.4028335942	0.4529991962	0.3424692935	0.3690815024	0.3677109614	0.2735904779	0.8582975631	0.312424641	0.1302567871	0.3991521817	0.3666545485
GSM337853	18	H_purkinje_cerebellum:v2_GSM337848,v2_GSM337849,v2_GSM337850,v2_GSM337851,v2_GSM337852,v2_GSM337853	Neuron	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.4016880123	0.3824903077	0.2340749946	0.4663458052	0.1430709548	0.3148431742	0.3530291615	0.3303627419	0.3557480835	0.3730847889	0.2787080443	0.8578332956	0.2987653031	0.2830436238	0.290298221	0.3575591008
GSM337861	19	H_bergmann_cerebellum:v2_GSM337861,v2_GSM337862,v2_GSM337863	Glia	Bergmann	Bergmann	Astrocyte	Bergmann	Bergmann	Bergman Glia	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.8336594592	0.5553065138	0.2735615525	0.4092710998	0.1554942086	0.2385748775	0.4607104861	0.3574610202	0.3478098027	0.3482059228	0.5760860119	0.4406143146	0.2735374915	0.1962318671	0.3919575423	0.390565478
GSM337862	19	H_bergmann_cerebellum:v2_GSM337861,v2_GSM337862,v2_GSM337863	Glia	Bergmann	Bergmann	Astrocyte	Bergmann	Bergmann	Bergman Glia	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.8247465578	0.5852202638	0.1055335929	0.3512872304	0.342341539	0.2418998784	0.3859252028	0.2507538759	0.3573237217	0.3482444191	0.5665226342	0.4280707519	0.2356222642	0.2268562034	0.3891208547	0.3759645994
GSM337863	19	H_bergmann_cerebellum:v2_GSM337861,v2_GSM337862,v2_GSM337863	Glia	Bergmann	Bergmann	Astrocyte	Bergmann	Bergmann	Bergman Glia	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Doyle et al., 2008	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.8360543007	0.6000971806	0.1053301181	0.4148438426	0.3560648495	0.3740246427	0.3436510483	0.1935463779	0.3509308898	0.3494770681	0.5825058165	0.4820042602	0.2773244549	0.2490426925	0.3826592114	0.3931704503
GSM241912	20	B_astrosP17:v2_GSM241912,v2_GSM241914,v2_GSM241926	Glia	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocytes	Cortex,Cerebrum	Cortex	14-35	17	PAN/FACS	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Cahoy et al., 2008	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.9654719138	0.4599712471	0.1450562568	0.4415502914	0.3761153364	0.4358682961	0.5203644937	0.3971923095	0.4407568332	0.4601717035	0.3075109516	0.324959444	0.2736391339	0.2089253034	0.4657190481	0.4148848375
GSM241914	20	B_astrosP17:v2_GSM241912,v2_GSM241914,v2_GSM241926	Glia	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocytes	Cortex,Cerebrum	Cortex	14-35	17	PAN/FACS	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Cahoy et al., 2008	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.9649906155	0.2532857551	0.2264011014	0.4611713691	0.1017525103	0.4256130113	0.5492485358	0.3634809344	0.4652825616	0.5109494439	0.3162510574	0.3862674138	0.2302770884	0.178216127	0.4890959654	0.3948188994
GSM241926	20	B_astrosP17:v2_GSM241912,v2_GSM241914,v2_GSM241926	Glia	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocytes	Cortex,Cerebrum	Cortex	14-35	17	PAN/FACS	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Cahoy et al., 2008	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.948697633	0.2496566665	0.2208507418	0.3792905105	0.3284862198	0.4389538081	0.4733415941	0.4210296589	0.3923638574	0.3252403124	0.3140157698	0.2659394424	0.2988002598	0.1242624631	0.2712710638	0.3634800001
GSM241915	21	B_astrosP17g:v2_GSM241915,v2_GSM241925	Glia	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocytes	Cortex,Cerebrum	Cortex	14-35	17	PAN/FACS	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Cahoy et al., 2008	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.9702960302	0.4195123361	0.3218750166	0.4209735765	0.3699415458	0.2633479928	0.3655568316	0.3835162757	0.3895151912	0.4688105567	0.2160757637	0.2858280551	0.3163775332	0.1678260369	0.3566011554	0.3810702598
GSM241925	21	B_astrosP17g:v2_GSM241915,v2_GSM241925	Glia	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocytes	Cortex,Cerebrum	Cortex	14-35	17	PAN/FACS	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Cahoy et al., 2008	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.9575663413	0.341247164	0.2458228899	0.4618122685	0.3062440038	0.2548226501	0.4229066916	0.359767869	0.4048437461	0.3810620197	0.2340164022	0.2987909629	0.3155348693	0.1889374635	0.3627032944	0.3690719091
GSM241890	22	B_myelinOLs:v2_GSM241890,v2_GSM241893,v2_GSM241894,v2_GSM241918	Glia	Oligo	Oligo	Oligo	OligoMature	OligoMature	Mature Oligodendrocytes	Cortex,Cerebrum	Cortex	14-35	17	PAN	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Cahoy et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.434885361	0.3674669202	0.3528211755	0.3564682489	0.34578631	0.3007468006	0.294229377	0.2729295875	0.4643534239	0.3169059444	0.8784512151	0.3006241694	0.3082082985	0.1620239723	0.4169665833	0.3715244925
GSM241893	22	B_myelinOLs:v2_GSM241890,v2_GSM241893,v2_GSM241894,v2_GSM241918	Glia	Oligo	Oligo	Oligo	OligoMature	OligoMature	Mature Oligodendrocytes	Cortex,Cerebrum	Cortex	14-35	17	PAN	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Cahoy et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.4334874992	0.3599786066	0.2567767298	0.3995287977	0.2478348544	0.3728398781	0.4004052471	0.357657092	0.4457011037	0.2990012384	0.898382483	0.3306448942	0.417976218	0.2771108665	0.4777987799	0.3983416192
GSM241894	22	B_myelinOLs:v2_GSM241890,v2_GSM241893,v2_GSM241894,v2_GSM241918	Glia	Oligo	Oligo	Oligo	OligoMature	OligoMature	Mature Oligodendrocytes	Cortex,Cerebrum	Cortex	14-35	17	PAN	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Cahoy et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.3961738527	0.4512950912	0.2422456005	0.2181933609	0.1697606589	0.2521117217	0.4419565387	0.3839247111	0.4078418359	0.2853069496	0.9147067858	0.3149767006	0.3752417566	0.1501972656	0.4170999553	0.3614021857
GSM241918	22	B_myelinOLs:v2_GSM241890,v2_GSM241893,v2_GSM241894,v2_GSM241918	Glia	Oligo	Oligo	Oligo	OligoMature	OligoMature	Mature Oligodendrocytes	Cortex,Cerebrum	Cortex	14-35	17	PAN	RNeasy Micro Kit	T7 IVT	Affymetrix 430 2.0	Cahoy et al., 2008	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.4284391424	0.4544931233	0.1701357653	0.2968177268	0.2302071925	0.1754752824	0.2854201711	0.4088302011	0.3975886046	0.3501018217	0.9345904563	0.3031457608	0.33538639	0.3119354295	0.4377456705	0.3680208492
GSM37088	23	A_callosal_P14:GSM37088,GSM37089	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons, Callosally projecting, P14	Cortex	Cortex	14-35	14	FACS	StrataPrep Total RNA Micro Kit	T7 IVT	Affymetrix MOE430A	Arlotta et al., 2005	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.375393423	0.5990079706	0.1598945489	0.4779361331	0.4315841089	0.7790566939	0.3599072251	0.469744793	0.3961650584	0.3112164974	0.2517740616	0.3761401677	0.3737934444	0.4115681314	0.4394480771	0.4141753556
GSM37089	23	A_callosal_P14:GSM37088,GSM37089	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons, Callosally projecting, P14	Cortex	Cortex	14-35	14	FACS	StrataPrep Total RNA Micro Kit	T7 IVT	Affymetrix MOE430A	Arlotta et al., 2005	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3473447273	0.5919698954	0.189849486	0.5202904241	0.4289033438	0.7663682251	0.338529218	0.5261442351	0.3988440481	0.3704977133	0.2067719578	0.3482076559	0.3733234613	0.4222407522	0.5131405767	0.4228283813
GSM37097	24	A_corticospinal_P14:GSM37097,GSM37098	Neuron	Pyramidal	Pyramidal	Pyramidal	PyramidalCorticospine	PyramidalCorticospine	Pyramidal Neurons, Corticospinal, P14	Cortex	Cortex	14-35	14	FACS	StrataPrep Total RNA Micro Kit		Affymetrix MOE430A	Arlotta et al., 2005	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.426321893	0.6106481579	0.1652387887	0.5687978771	0.4669026932	0.6682192618	0.4240497521	0.4574094216	0.4756893306	0.3935577822	0.2578397885	0.3673357369	0.3820877708	0.2976965764	0.5277654783	0.4326373539
GSM37098	24	A_corticospinal_P14:GSM37097,GSM37098	Neuron	Pyramidal	Pyramidal	Pyramidal	PyramidalCorticospine	PyramidalCorticospine	Pyramidal Neurons, Corticospinal, P14	Cortex	Cortex	14-35	14	FACS	StrataPrep Total RNA Micro Kit		Affymetrix MOE430A	Arlotta et al., 2005	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3680209004	0.5706012381	0.240783105	0.5533108482	0.4577566586	0.7116864593	0.3194263592	0.469297626	0.4505082331	0.3715781549	0.2518450277	0.3746476112	0.4242135996	0.4012363462	0.4526390771	0.4278367496
GSM37099	25	A_corticotecal_P14:GSM37099,GSM37100	Neuron	Pyramidal	Pyramidal	Pyramidal	PyramidaCorticotectal	PyramidaCorticotectal	Pyramidal Neurons, Corticotectal, P14	Cortex	Cortex	14-35	14	FACS	StrataPrep Total RNA Micro Kit	T7 IVT	Affymetrix MOE430A	Arlotta et al., 2005	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3321220765	0.5334294795	0.1732549548	0.5112105032	0.4819947826	0.7704477284	0.4168301229	0.4045568726	0.4302266032	0.4141258784	0.2537371382	0.385317022	0.3761146996	0.3361218118	0.5068048006	0.421752965
GSM37100	25	A_corticotecal_P14:GSM37099,GSM37100	Neuron	Pyramidal	Pyramidal	Pyramidal	PyramidaCorticotectal	PyramidaCorticotectal	Pyramidal Neurons, Corticotectal, P14	Cortex	Cortex	14-35	14	FACS	StrataPrep Total RNA Micro Kit	T7 IVT	Affymetrix MOE430A	Arlotta et al., 2005	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3792568432	0.5951832328	0.2450698238	0.546542251	0.4824953165	0.7490122111	0.3973084084	0.4059553413	0.4490420096	0.4143151869	0.3079226168	0.3535236417	0.4152498709	0.4204105084	0.4873743352	0.4432441065
