sampleName	originalIndex	Cell.Type..Samples	MajorType	GabaDeep	CellType	forContanim	FullCellType	Normalize	MainName	Description	Region	Anatomical.Region	Age	AgeExact	Method	RNA.isolation.method	RNA.amplification.and.labeling.method	Platform	Reference	sex	Astrocyte	CerebGranule	Cholin	DentateGranule	Dopaminergic	Gluta	Golgi	Hypocretinergic	Microglia	MotorCholin	Oligo	Purkinje	Serotonergic	Spiny	Th_positive_LC	Astrocyte	CerebGranule	Cholin	DentateGranule	Dopaminergic	Gluta	Golgi	Hypocretinergic	Microglia	MotorCholin	Oligo	Purkinje	Serotonergic	Spiny	Th_positive_LC	MeanCont
GSM37099	25	A_corticotecal_P14:GSM37099,GSM37100	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	PyramidaCorticotectal	PyramidaCorticotectal	Pyramidal Neurons, Corticotectal, P14	Cortex	Cortex	14-35	14	FACS	StrataPrep Total RNA Micro Kit	T7 IVT	Affymetrix MOE430A	Arlotta et al., 2005	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.129763620190802	0.281577328146195	0.125064690292359	0.0981662470601059	0.216914905765228	0.599453989107164	0.088396234308775	0.153593092461421	0.177232585274732	0.168145868064574	0.0730093145212624	0.195422268031827	0.218673657951736	0.069930682239812	0.233435011283817	0.188585299646654
GSM37100	25	A_corticotecal_P14:GSM37099,GSM37100	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	PyramidaCorticotectal	PyramidaCorticotectal	Pyramidal Neurons, Corticotectal, P14	Cortex	Cortex	14-35	14	FACS	StrataPrep Total RNA Micro Kit	T7 IVT	Affymetrix MOE430A	Arlotta et al., 2005	female	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.128806120800321	0.360286270966697	0.0493536171095444	0.101248344320236	0.209655455927576	0.56950333836667	0.0716829821138525	0.176953148089276	0.171746411347013	0.153325012501594	0.0181124524532395	0.186521361427119	0.262219957882651	0.15653795702274	0.234832468020105	0.190052326556576
GSM63033	26	S_yfp_cg: GSM63033, GSM63034, GSM63035	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layer 6 Cingulate Cortex	46-80	60	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.141747788472282	0.268560829282829	0.0865498078472583	0.0809824411739737	0.184211403546196	0.550250187143025	0.0551211893278326	0.162104632684091	0.165435792663737	0.0932106024831522	0.0181506957053253	0.20132070386237	0.176984546392442	0.0563650920412195	0.196952761847645	0.162529898298225
GSM63034	26	S_yfp_cg: GSM63033, GSM63034, GSM63035	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layer 6 Cingulate Cortex	46-80	60	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.153124667728775	0.346816254367919	0.0680911102012987	0.120766051096229	0.228542766900405	0.394770330055345	0.0521528557823173	0.188506261970938	0.163966172297084	0.0773607309951271	0.00228668213660868	0.176952817582937	0.22022711924713	0.0593491580666373	0.198138002502358	0.163403398728741
GSM63035	26	S_yfp_cg: GSM63033, GSM63034, GSM63035	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layer 6 Cingulate Cortex	46-80	60	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.141696158148326	0.277415638794592	0.0919729049457508	0.101327753955213	0.25093013951688	0.453807957776896	0.0443767345609258	0.110673192051314	0.16341706450401	0.114483901808092	0.0162925097915513	0.196964860322651	0.19955951628485	0.0658319839550022	0.205053300441568	0.162253574457175
GSM63039	27	S_yfp_si: GSM63039, GSM63040, GSM63041	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6, Somatosensory Cortex	46-80	61	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.129415175404077	0.326598361686695	0.0772572507175856	0.104053762573325	0.177467497814067	0.147741362885405	0.0576807476110095	0.0954581869822302	0.1709202538143	0.089166383828593	0.0255987118037903	0.173639380044811	0.209504084383208	0.0509175085647335	0.205035739554055	0.136030293844526
GSM63040	27	S_yfp_si: GSM63039, GSM63040, GSM63041	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6, Somatosensory Cortex	46-80	61	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.131317855601848	0.203498267259208	0.0740763377424198	0.094288070272866	0.184343955603448	0.0689734279501539	0.0384603137681118	0.104920143230067	0.165596536451726	0.090391564357919	0.0461896560563885	0.164885004798311	0.174359179962142	0.0639689990414135	0.19851967225806	0.120252598956939
GSM63041	27	S_yfp_si: GSM63039, GSM63040, GSM63041	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6, Somatosensory Cortex	46-80	61	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0995743882751263	0.287236755978032	0.0976558815823791	0.0941128391656052	0.17796233712849	0.0871429094269984	0.0516328411985851	0.0985758689060534	0.171097982335273	0.0947544771110359	0.0339910648986598	0.15558961925334	0.167385871443738	0.0510925524917005	0.193897560359883	0.124113529970327
GSM63036	28	S_bcg: GSM63036, GSM63037, GSM63038	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6 Cingulate Cortex	46-80	62	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.109624405895038	0.307617902321579	0.0886495052048148	0.0937799507981528	0.189819068063085	0.648994895211141	0.0639368122010996	0.138782036607234	0.153850377724443	0.0902858829237604	0.0295970880731511	0.180284125167862	0.218969761918337	0.0778385608308656	0.185138757317848	0.171811275350561
GSM63037	28	S_bcg: GSM63036, GSM63037, GSM63038	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6 Cingulate Cortex	46-80	62	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.113820445779877	0.340211352185054	0.0938817020614447	0.0884596157170883	0.190583223401887	0.685586564936775	0.0568855943436661	0.138906732419069	0.162805531078793	0.0913514668033563	0.0149804780607009	0.192634303313625	0.187454133734626	0.0487195263427097	0.194039508407078	0.173354678572383
GSM63038	28	S_bcg: GSM63036, GSM63037, GSM63038	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6 Cingulate Cortex	46-80	62	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.112835749124886	0.289054009730491	0.0694368273898078	0.0788690349891076	0.209632174084631	0.574595943749849	0.0575704180087448	0.118267682909771	0.167739503921929	0.0927972095029124	0.0241071333299415	0.167766482272109	0.234307184633854	0.0713664825141548	0.197168987358404	0.164367654901373
GSM63045	29	S_yfp_a:y111a,y120a,y90a: GSM63045, GSM63046, GSM63047	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Amygdala	Amygdala	46-80	63	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.119008555881196	0.32680548483842	0.0818931705573307	0.094262470106125	0.20275591548778	0.847147586445355	0.0658677839034335	0.206351963820222	0.155212699382939	0.123384612317478	0.00518211429471839	0.225826734771861	0.169671595490354	0.0816491651863743	0.20731933918252	0.194155946111074
GSM63046	29	S_yfp_a:y111a,y120a,y90a: GSM63045, GSM63046, GSM63047	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Amygdala	Amygdala	46-80	63	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.142403702349193	0.285882917843841	0.103437103352685	0.0985427456962198	0.188101339081151	0.937967291229195	0.0468503713790924	0.205736802920513	0.16829189215592	0.120562081439388	0.0203234974965329	0.238884479132969	0.183703071358595	0.0803603710530567	0.207473260735403	0.20190139514825
GSM63047	29	S_yfp_a:y111a,y120a,y90a: GSM63045, GSM63046, GSM63047	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Amygdala	Amygdala	46-80	63	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.133869369688401	0.353734220543934	0.0876490437599797	0.0925334312362628	0.189046937477806	0.91834961949453	0.0634656694908812	0.215243960929126	0.156317463629633	0.108112216932455	0.0261366503652183	0.227087805110949	0.193492850087602	0.0565311932919072	0.226684727291933	0.203217010622041
GSM63042	30	S_yfp_h:y104h,y43h,y81h: GSM63042, GSM63043, GSM63044	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Hippocampus	Hippocampus	46-80	64	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.137375568356543	0.31913188788198	0.100009029791148	0.0736850947240825	0.213125968508467	0.988370819008095	0.0620678102894621	0.234593381466772	0.171557056463059	0.0924064820830033	0.0428764271963838	0.190924147551298	0.195271484157358	0.0610834085435262	0.222721038057126	0.207013306938554
GSM63043	30	S_yfp_h:y104h,y43h,y81h: GSM63042, GSM63043, GSM63044	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Hippocampus	Hippocampus	46-80	64	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.137126806654895	0.345705248306864	0.112309052672887	0.118794441255389	0.197428916139445	0.85651576740484	0.0690805550430434	0.240303452808939	0.157063246611114	0.112752584977602	0.0225507476656594	0.172797320125058	0.189922867180689	0.0621361916708275	0.212181043403948	0.200444549461413
GSM63044	30	S_yfp_h:y104h,y43h,y81h: GSM63042, GSM63043, GSM63044	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Hippocampus	Hippocampus	46-80	64	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.156986602191766	0.36638378131553	0.100933821151608	0.125701840160139	0.213428433007322	0.819265940061219	0.0493596868231518	0.288078709840729	0.183401075167454	0.0925535864084896	0.0733131639514551	0.204547213725604	0.182188002189901	0.0576146942050288	0.220537538001454	0.20895293921339
GSM63048	31	S_g30_a:s44am,s61am,s63am GSE2882 for all sugino: GSM63048, GSM63049, GSM63050	Neuron	Gluta	Gluta	Gluta	Gluta	Gluta	Gluta	Glutamatergic Neuron (not well defined)	Amygdala	Amygdala	46-80	65	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.124556572705497	0.317237863618948	0.0908005826803935	0.095578351449203	0.173003813959507	0.959321357112263	0.0527788894160302	0.170590952290903	0.17113878598114	0.0964005220723335	0.00780287875021957	0.201988715232567	0.221865112448846	0.112622316795281	0.198081334952952	0.199584536631072
GSM63049	31	S_g30_a:s44am,s61am,s63am GSE2882 for all sugino: GSM63048, GSM63049, GSM63050	Neuron	Gluta	Gluta	Gluta	Gluta	Gluta	Gluta	Glutamatergic Neuron (not well defined)	Amygdala	Amygdala	46-80	65	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.142518671159221	0.335829143845178	0.0954007229197466	0.0844505154343862	0.223300828684433	0.984907116287038	0.0463957902225398	0.170384137454962	0.180824852890482	0.11866194861498	0.00429683047799105	0.198054636588478	0.22798212682513	0.165537026679511	0.199287521516013	0.211855457973339
GSM63050	31	S_g30_a:s44am,s61am,s63am GSE2882 for all sugino: GSM63048, GSM63049, GSM63050	Neuron	Gluta	Gluta	Gluta	Gluta	Gluta	Gluta	Glutamatergic Neuron (not well defined)	Amygdala	Amygdala	46-80	65	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.128191779528951	0.333274143534246	0.055479832658066	0.0858195320653499	0.211603891709119	1	0.0688142910060329	0.130842385292488	0.179658076781635	0.0884092709727076	0.00249916567921271	0.179694546185807	0.256300127808105	0.158663973511638	0.204842199382954	0.205606214407754
GSM63024	32	S_g30_cg GSM63024, GSM63025, GSM63026	Neuron	GabaVIPReln	Gaba	Gabaergic	Gaba	GabaVIPReln	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Cingulate Cortex	46-80	66	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.135316301616986	0.254525377662499	0.0717989620804783	0.0786935397690828	0.200286805872498	0.0561658670159962	0.0411389871420594	0.100094257285038	0.167044828865734	0.160626553630573	0.0484700375116926	0.178202927381839	0.170053783417787	0.0785048749550802	0.214910244248225	0.130388889897038
GSM63025	32	S_g30_cg GSM63024, GSM63025, GSM63026	Neuron	GabaVIPReln	Gaba	Gabaergic	Gaba	GabaVIPReln	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Cingulate Cortex	46-80	66	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.143548360697515	0.294557135715052	0.0807586212227669	0.0726776819387179	0.166899558955542	0.16103055826533	0.0392304813662502	0.128550758476149	0.171960363741064	0.0919805754052012	0.00425431859579137	0.193691529172559	0.183618733629538	0.0648205629698848	0.184501078118344	0.132138687884647
GSM63026	32	S_g30_cg GSM63024, GSM63025, GSM63026	Neuron	GabaVIPReln	Gaba	Gabaergic	Gaba	GabaVIPReln	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Cingulate Cortex	46-80	66	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.127310792746997	0.268250206197447	0.0758361712220597	0.0885143149409137	0.148339850657983	0.0836283961212919	0.0367745056620545	0.0937342366760159	0.156561863896332	0.101902965170967	0.00657498920941402	0.213693150176781	0.210781988169224	0.120274101554988	0.192644598817715	0.128321475414679
GSM63027	33	S_g30_si  GSM63027, GSM63028, GSM63029	Neuron	GabaVIPReln	Gaba	Gabaergic	Gaba	GabaVIPReln	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Somatosensory Cortex	46-80	67	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.130428582807148	0.21384775441406	0.0670208009091293	0.152370351889758	0.207583590773409	0.32599824401765	0.0445447920805218	0.14120394859958	0.170783402055167	0.156278533829502	0.0363884957316771	0.204387722350004	0.196918818221773	0.195151281861544	0.216854353267196	0.163984044853875
GSM63028	33	S_g30_si  GSM63027, GSM63028, GSM63029	Neuron	GabaVIPReln	Gaba	Gabaergic	Gaba	GabaVIPReln	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Somatosensory Cortex	46-80	67	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.132381951088884	0.258401857713501	0.0630604383050849	0.0672823535894623	0.179379425555741	0.192123383354941	0.0489049008743871	0.122304674818342	0.171801159260835	0.105334627455297	0.0146373986573076	0.162642596892873	0.184571225618731	0.0951104502264093	0.220019878995343	0.134530421493809
GSM63029	33	S_g30_si  GSM63027, GSM63028, GSM63029	Neuron	GabaVIPReln	Gaba	Gabaergic	Gaba	GabaVIPReln	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Somatosensory Cortex	46-80	67	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.142230613675959	0.212555299112683	0.133320715273626	0.182526127170223	0.198531213008291	0.347621437837893	0.0544308165830192	0.111371127679975	0.174158599804594	0.14378689582316	0.0439422507992528	0.251523187705907	0.186485131074545	0.0669128613826125	0.254829936686305	0.166948414241203
GSM63018	34	S_gin_cg GSM63018, GSM63019, GSM63020	Neuron	GabaRelnCalb	Gaba	Gabaergic	Gaba	GabaRelnCalb	GabaRelnCalb	GABAergic Interneurons, SST+	Cortex	Cingulate Cortex	46-80	68	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.138143988875429	0.339447506815888	0.0735585200104109	0.165539019481935	0.21100332368366	0.0890437444641126	0.0716829821138525	0.122671533056533	0.194468028657367	0.0895584200935357	0.0669622997172961	0.231953780249028	0.195682979398473	0.0565242355919776	0.225015467571889	0.151417055318759
GSM63019	34	S_gin_cg GSM63018, GSM63019, GSM63020	Neuron	GabaRelnCalb	Gaba	Gabaergic	Gaba	GabaRelnCalb	GabaRelnCalb	GABAergic Interneurons, SST+	Cortex	Cingulate Cortex	46-80	68	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.129172180356958	0.352676866216458	0.0568109692320513	0.230836180377645	0.218188508422664	0.111962983005343	0.0624855761892386	0.1058984627215	0.184091740839785	0.0919441124564934	0.00804626281920958	0.194042987839804	0.250171224609986	0.055806532065364	0.242603926592341	0.152982567582989
GSM63020	34	S_gin_cg GSM63018, GSM63019, GSM63020	Neuron	GabaRelnCalb	Gaba	Gabaergic	Gaba	GabaRelnCalb	GabaRelnCalb	GABAergic Interneurons, SST+	Cortex	Cingulate Cortex	46-80	68	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.12718877734636	0.398915442711757	0.0813349784115594	0.183453736235709	0.175116322159919	0.158956686029725	0.0771432404265901	0.123815972052382	0.173517044272093	0.0972071910172612	0.00539310594338141	0.188462672478962	0.224684791011037	0.0524047463839564	0.237990700968201	0.153705693829926
GSM63015	35	S_gin_h GSM63015, GSM63016, GSM63017	Neuron	GabaSSTReln	Gaba	Gabaergic	Gaba	GabaSSTReln	GabaSSTReln	GABAergic Interneurons, SST+	Hippocampus	Hippocampus	46-80	69	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.132167099504596	0.27859817721424	0.0983971789387817	0.145393762797842	0.251217608237739	0.164881920076481	0.041521196734073	0.129385400236138	0.171064369975417	0.0960988171631746	0.0200705455207966	0.230188863246885	0.240661047196914	0.0573959475913891	0.210137973424276	0.151145327190583
GSM63016	35	S_gin_h GSM63015, GSM63016, GSM63017	Neuron	GabaSSTReln	Gaba	Gabaergic	Gaba	GabaSSTReln	GabaSSTReln	GABAergic Interneurons, SST+	Hippocampus	Hippocampus	46-80	69	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.168258332059117	0.341635861038215	0.0810320175832185	0.141639155876091	0.168349491554628	0.0610965401975977	0.0557304057611117	0.0877780484724344	0.184058594858209	0.0911082370032896	0.0238037996784076	0.205797663092727	0.277262290305385	0.0862027918138629	0.247493007008393	0.148083082420179
GSM63017	35	S_gin_h GSM63015, GSM63016, GSM63017	Neuron	GabaSSTReln	Gaba	Gabaergic	Gaba	GabaSSTReln	GabaSSTReln	GABAergic Interneurons, SST+	Hippocampus	Hippocampus	46-80	69	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.143741371443221	0.31111529695207	0.0640205155458847	0.205656905278195	0.222989976658932	0.0907015366302859	0.0520283912	0.0921579186209369	0.183534390523824	0.0992065153469877	0.0258640510977585	0.202771061260096	0.217642884277396	0.0431508666224331	0.219842587520835	0.144961617931924
GSM63021	36	S_g42_cg GSM63021, GSM63022, GSM63023	Neuron	GabaPV	GabaPV	Gabaergic	GabaPV	GabaPV	GabaPV	GABAergic Interneurons, PV+	Cortex	Cingulate Cortex	46-80	70	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.12873727061598	0.280195048195816	0.105682094713283	0.107187345992863	0.170868962441491	0.0428387055529039	0.0471497024380205	0.112327352381777	0.17577003469932	0.0835709887707462	0.0302429158927082	0.200186926306748	0.185105246318787	0.0401535640651671	0.198747457699281	0.127250907738993
GSM63022	36	S_g42_cg GSM63021, GSM63022, GSM63023	Neuron	GabaPV	GabaPV	Gabaergic	GabaPV	GabaPV	GabaPV	GABAergic Interneurons, PV+	Cortex	Cingulate Cortex	46-80	70	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.148485618235437	0.305007856621039	0.105621788122027	0.0867334892687669	0.20290712459163	0.0657217702946971	0.0553659438439503	0.10950477498932	0.176677914913689	0.109042675841073	0.0242071901603263	0.164455408723172	0.2144298496716	0.0674468306849851	0.202834865332796	0.135896206752967
GSM63023	36	S_g42_cg GSM63021, GSM63022, GSM63023	Neuron	GabaPV	GabaPV	Gabaergic	GabaPV	GabaPV	GabaPV	GABAergic Interneurons, PV+	Cortex	Cingulate Cortex	46-80	70	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.124540469509815	0.334814087096871	0.0688948243166935	0.123478373137139	0.203904012749535	0.0398468662097102	0.0678252021513561	0.156959569664809	0.16705506609782	0.0933565300584265	0.039514381715542	0.128699779833059	0.166189704144529	0.0512176200203015	0.205582815598969	0.131458620153638
GSM63030	37	S_g42_lg: GSM63030, GSM63031, GSM63032	Neuron	GabaReln	Gaba	Gabaergic	Gaba	GabaReln	GabaReln	GABAergic Interneurons, PV+	Thalamus	Thalamus (Lateral Geniculate Nucleus)	46-80	71	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.127226472800456	0.302285273975477	0.0716052559043264	0.0970149914618425	0.192001357059364	0.052417292364595	0.0289733476266811	0.128130481105039	0.164551428184172	0.104484881943723	0.0307814659556727	0.304137390188313	0.464562200772715	0.0429126036958168	0.222880660819905	0.15559767359054
