sampleName	originalIndex	Cell.Type..Samples	MajorType	GabaDeep	CellType	forContanim	FullCellType	MainName	Description	Region	Anatomical.Region	Age	AgeExact	Method	RNA.isolation.method	RNA.amplification.and.labeling.method	Platform	Reference	Astrocyte	Gabaergic	Oligodendrocyte	sex	CerebGranule	Cholin	DentateGranule	Dopaminergic	Gluta	Golgi	Hypocretinergic	Microglia	MotorCholin	Oligo	Purkinje	Serotonergic	Spiny	Th_positive_LC	Gabaergic	Astrocyte	Oligodendrocyte	CerebGranule	Cholin	DentateGranule	Dopaminergic	Gluta	Golgi	Hypocretinergic	Microglia	MotorCholin	Oligo	Purkinje	Serotonergic	Spiny	Th_positive_LC	MeanCont
GSM63035	23	S_yfp_cg: GSM63033, GSM63034, GSM63035	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layer 6 Cingulate Cortex	46-80	60	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0834514292094118	0.14396155501248	0.163712920268741	0.278122855793967	0.0933765212351143	0.0980052440103456	0.245915658851379	0.442742907462075	0.0416924015796925	0.105715002942776	0.173231386890471	0.114513632518008	0.0156063222578807	0.193375298182275	0.19784339106917	0.0585319468616145	0.221664028624488	0.157144853104111
GSM63039	24	S_yfp_si: GSM63039, GSM63040, GSM63041	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6, Somatosensory Cortex	46-80	61	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.106685409745387	0.114361357400465	0.196796510992545	0.326196071708288	0.0793985211793281	0.100890730076587	0.174116775568245	0.137901705821805	0.0618337896017184	0.0905683270763296	0.176809582293381	0.0892164523954939	0.0266115875861795	0.171290586895811	0.206200255842383	0.0433874337338474	0.200923977142292	0.135481710297652
GSM63040	24	S_yfp_si: GSM63039, GSM63040, GSM63041	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6, Somatosensory Cortex	46-80	61	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0970383566820576	0.153111844513408	0.201531125446484	0.205937082917155	0.0766669331990023	0.090217472696866	0.181240330616215	0.0587596549980444	0.0423260254224952	0.101020943069057	0.168663070460244	0.0922449134659936	0.0502015060607411	0.164245010472239	0.171956402773624	0.059561883781605	0.201383952194863	0.124476853457064
GSM63041	24	S_yfp_si: GSM63039, GSM63040, GSM63041	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6, Somatosensory Cortex	46-80	61	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.168380602434376	0.117071514662943	0.18362706381902	0.288247142168135	0.0972471276304707	0.0904503667249091	0.173535606062175	0.0803711395566511	0.0548400957107462	0.093691243302492	0.173201391073082	0.0955115972713177	0.0293886689862306	0.152155171913097	0.16328341772817	0.043099084889928	0.191767430186977	0.129168744948278
GSM63036	25	S_bcg: GSM63036, GSM63037, GSM63038	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6 Cingulate Cortex	46-80	62	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0906324449776589	0.124054461843724	0.225037225394281	0.30806539859234	0.0884690110907956	0.0904447723007579	0.189477267036243	0.654541331460186	0.0628439922901169	0.132398840035359	0.158154704560533	0.0904366068198341	0.0266115875861795	0.178230245648872	0.217273155135268	0.0702515987070188	0.191843354857849	0.170515646961001
GSM63037	25	S_bcg: GSM63036, GSM63037, GSM63038	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6 Cingulate Cortex	46-80	62	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0985876641832045	0.1219058651604	0.209647887952984	0.340315794938735	0.0993197025698982	0.085452230855416	0.183910227902733	0.6901793698938	0.0605662549356243	0.134941759368278	0.169626154674939	0.0926128628953128	0.0188110852075798	0.190855351906185	0.1873832663481	0.0473949730940422	0.194045317993533	0.172091515875339
GSM63038	25	S_bcg: GSM63036, GSM63037, GSM63038	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Cortex	Layers 5-6 Cingulate Cortex	46-80	62	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.110529819160197	0.13800324801011	0.193831617273003	0.289657851437945	0.0726388397399301	0.0761488421444872	0.204957450811738	0.573695663515313	0.0609320463936568	0.107645279701997	0.1696980189519	0.0920105113592786	0.0264293131415755	0.163261904562523	0.234522398338591	0.069165458097736	0.211599723710314	0.164395763902959
GSM63045	26	S_yfp_a:y111a,y120a,y90a: GSM63045, GSM63046, GSM63047	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Amygdala	Amygdala	46-80	63	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.11445857162628	0.114951937432998	0.187634596315629	0.311380850298225	0.0819506583538133	0.0911774310109777	0.197654446832962	0.851475419456507	0.0687364744810216	0.208793577840727	0.157467386609112	0.123583563478181	0.00736612358847286	0.221885141693943	0.168421846203612	0.0782394033912713	0.204097550970951	0.187604410563805
GSM63046	26	S_yfp_a:y111a,y120a,y90a: GSM63045, GSM63046, GSM63047	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Amygdala	Amygdala	46-80	63	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.127753976660898	0.112822049091886	0.17304311320465	0.286305028797175	0.103516170733612	0.0949850220727692	0.184791809559088	0.950965468086018	0.0516498655461572	0.198477307359792	0.16777796569836	0.116003235108471	0.0244333832221956	0.237811717492059	0.177083209317134	0.0738262820636382	0.204166983748448	0.193259563986021
GSM63047	26	S_yfp_a:y111a,y120a,y90a: GSM63045, GSM63046, GSM63047	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Amygdala	Amygdala	46-80	63	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.112520118357011	0.141785491800098	0.239929483771718	0.36078232000292	0.0912382952967086	0.0879828833574601	0.180930099138924	0.927674901014233	0.0666222692819291	0.215806818189606	0.16152178331676	0.110081421420751	0.0283907316628571	0.224193563299756	0.192744969321345	0.0508221504437204	0.229566724614545	0.201329060252373
GSM63042	27	S_yfp_h:y104h,y43h,y81h: GSM63042, GSM63043, GSM63044	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Hippocampus	Hippocampus	46-80	64	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.121342984045423	0.114865651761436	0.180198995387523	0.324648786426733	0.100291388350635	0.0687936563445592	0.215853067296034	0.994954791526507	0.0652806204327203	0.233650013726356	0.173733444177859	0.0945629917029117	0.0438531218036352	0.190203821406817	0.195230564916592	0.0569928218284044	0.219502212159592	0.199644643134926
GSM63043	27	S_yfp_h:y104h,y43h,y81h: GSM63042, GSM63043, GSM63044	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Hippocampus	Hippocampus	46-80	64	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0839033405266426	0.123355863210794	0.213070495825116	0.332929903134972	0.112392915762307	0.108355356398646	0.195741293094957	0.862540846676451	0.0740985914359254	0.234241461835946	0.159062034802941	0.112261345066243	0.024715276210749	0.168545164543715	0.188377465893051	0.0559249365694414	0.210150257300811	0.191745091075806
GSM63044	27	S_yfp_h:y104h,y43h,y81h: GSM63042, GSM63043, GSM63044	Neuron	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal	Pyramidal Neurons	Hippocampus	Hippocampus	46-80	64	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.123415214007155	0.125692085394517	0.204574364178302	0.36675522887202	0.10044837945036	0.123085888591818	0.209735257857925	0.826967783275933	0.0521027077831315	0.283945397843971	0.18471929375666	0.0931992470001459	0.0707567948886668	0.203315506433561	0.176098711824996	0.0556717419676737	0.219920488305444	0.201200240672487
GSM63048	28	S_g30_a:s44am,s61am,s63am GSE2882 for all sugino: GSM63048, GSM63049, GSM63050	Neuron	Gluta	Gluta	Gluta	Gluta	Gluta	Glutamatergic Neuron (not well defined)	Amygdala	Amygdala	46-80	65	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.127045650315187	0.141597461071077	0.176896816002533	0.302347802480793	0.0919874147206916	0.0934937990116406	0.173347013815943	0.967691554923733	0.0565367809607755	0.161121740620376	0.168735584137533	0.0927926764510703	0.0122053225976841	0.197306644507596	0.224113983686686	0.108429190018767	0.223372654839056	0.195236593538891
GSM63049	28	S_g30_a:s44am,s61am,s63am GSE2882 for all sugino: GSM63048, GSM63049, GSM63050	Neuron	Gluta	Gluta	Gluta	Gluta	Gluta	Glutamatergic Neuron (not well defined)	Amygdala	Amygdala	46-80	65	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.477968969622803	0.139329370750429	0.184940319341477	0.335980950349147	0.0978450847807341	0.0815871001934734	0.221716864397425	0.99740861390443	0.0494225751546418	0.156773540873197	0.178084061674833	0.115305072059118	0.00505395169136259	0.197726085088642	0.228054624105448	0.161919729010621	0.198392229207463	0.225147596600308
GSM63050	28	S_g30_a:s44am,s61am,s63am GSE2882 for all sugino: GSM63048, GSM63049, GSM63050	Neuron	Gluta	Gluta	Gluta	Gluta	Gluta	Glutamatergic Neuron (not well defined)	Amygdala	Amygdala	46-80	65	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	0	0	male	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.417395693173376	0.139333007849131	0.2172342038799	0.331372242416167	0.0572338569671902	0.0831029095841007	0.211017790330702	1	0.0728353233452294	0.125121814830462	0.177271778442064	0.0889819873463548	0	0.174327220981637	0.254860832662864	0.155153055438921	0.202448021763112	0.218099396412424
GSM63024	29	S_g30_cg GSM63024, GSM63025, GSM63026	Neuron	GabaVIPReln	Gaba	Gabaergic	Gaba	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Cingulate Cortex	46-80	66	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.946561212501831	0.126084247574576	0.172142836488345	0.25968715735428	0.0714681083509272	0.0749014607275066	0.196099875990872	0.0452212251298383	0.0507842490612537	0.09616334922924	0.161709060124464	0.161472310774787	0.0521921270216431	0.174230428106046	0.169333999049589	0.0718260709927641	0.228258555532392	0.179890369059433
GSM63025	29	S_g30_cg GSM63024, GSM63025, GSM63026	Neuron	GabaVIPReln	Gaba	Gabaergic	Gaba	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Cingulate Cortex	46-80	66	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.924135853766575	0.145200911179308	0.202857372357292	0.290854031259394	0.0854994174273472	0.0726374775587052	0.166980795822368	0.162859844344617	0.043172943446453	0.124994179608242	0.166798034977333	0.0931706273605803	0.00745713804121278	0.190533083478365	0.179354235848043	0.0603253303107885	0.176386127949033	0.18195396498445
GSM63026	29	S_g30_cg GSM63024, GSM63025, GSM63026	Neuron	GabaVIPReln	Gaba	Gabaergic	Gaba	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Cingulate Cortex	46-80	66	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.932314803754608	0.129970136794484	0.156806377057114	0.274711346118724	0.0779305255484932	0.0884548516403013	0.149650330336257	0.0813354807517425	0.0399723025599382	0.0929269132434427	0.154678840898444	0.102558419636104	0.0111598520775878	0.208245320219321	0.208934573611529	0.117787495341511	0.198017863561184	0.177967966655928
GSM63027	30	S_g30_si  GSM63027, GSM63028, GSM63029	Neuron	GabaVIPReln	Gaba	Gabaergic	Gaba	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Somatosensory Cortex	46-80	67	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.923770587185482	0.135523474054847	0.208368407141143	0.203741126846529	0.0693619341065075	0.149953520975162	0.200005308136254	0.330742085753763	0.0469946766521227	0.137335188059852	0.167348626697687	0.157045494541664	0.0390438224794161	0.200878461258842	0.193028771945038	0.188744907431295	0.232155449977697	0.210825990779018
GSM63028	30	S_g30_si  GSM63027, GSM63028, GSM63029	Neuron	GabaVIPReln	Gaba	Gabaergic	Gaba	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Somatosensory Cortex	46-80	67	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.922030775391232	0.13097029682542	0.157431090644827	0.263787437086374	0.0618713067793258	0.0648330204237391	0.176830924732706	0.193375654068186	0.0516498655461572	0.120793383427359	0.166149066095029	0.104017662476887	0.0147963489606968	0.159903520641176	0.181635432198311	0.0934723649794497	0.214395495237851	0.18105550855969
GSM63029	30	S_g30_si  GSM63027, GSM63028, GSM63029	Neuron	GabaVIPReln	Gaba	Gabaergic	Gaba	GabaVIPReln	GABAergic Interneurons, VIP+	Cortex	Somatosensory Cortex	46-80	67	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.919332079934725	0.133498102565244	0.177694892898358	0.214291352707769	0.135510441115276	0.179240808958887	0.194736284100285	0.335205736630492	0.0564053490082231	0.107528894401206	0.170960051391307	0.14099537822381	0.046425629481714	0.24838031549817	0.181169370007194	0.0633298066190195	0.244941960119538	0.208802732568307
GSM63018	31	S_gin_cg GSM63018, GSM63019, GSM63020	Neuron	GabaRelnCalb	Gaba	Gabaergic	Gaba	GabaRelnCalb	GABAergic Interneurons, SST+	Cortex	Cingulate Cortex	46-80	68	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.920879789168893	0.116427015189675	0.210117925925374	0.336361805935785	0.073838392025543	0.165208879231694	0.209230042573402	0.0913122615111725	0.076174243896625	0.116635829172229	0.188919661088679	0.0894767413387961	0.0651490287486138	0.229949875932979	0.194656325123094	0.0550103192670502	0.218204920247833	0.197503120963379
GSM63019	31	S_gin_cg GSM63018, GSM63019, GSM63020	Neuron	GabaRelnCalb	Gaba	Gabaergic	Gaba	GabaRelnCalb	GABAergic Interneurons, SST+	Cortex	Cingulate Cortex	46-80	68	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.878977819967446	0.131427164697385	0.243897339025827	0.353154755673394	0.0590719477033718	0.218199676981272	0.214514845807214	0.124913733878226	0.06641668164274	0.102325303745537	0.180532143903004	0.0905643102751259	0.0106411582141338	0.191379768986496	0.250298652330534	0.0486005513784729	0.243295345417302	0.200483011742793
GSM63020	31	S_gin_cg GSM63018, GSM63019, GSM63020	Neuron	GabaRelnCalb	Gaba	Gabaergic	Gaba	GabaRelnCalb	GABAergic Interneurons, SST+	Cortex	Cingulate Cortex	46-80	68	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.864017861675881	0.140351375488815	0.195255033325311	0.403626255894936	0.0812566645480851	0.181049002851456	0.170751450332744	0.160748583895379	0.0803267867492776	0.120582784951701	0.170800227850408	0.0970172130753145	0.00109637196337068	0.186102116286703	0.221940096525953	0.0489045669148507	0.24726482269668	0.198299483236874
GSM63015	32	S_gin_h GSM63015, GSM63016, GSM63017	Neuron	GabaSSTReln	Gaba	Gabaergic	Gaba	GabaSSTReln	GABAergic Interneurons, SST+	Hippocampus	Hippocampus	46-80	69	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.862463512186807	0.13400457843535	0.185031791085894	0.279147963662234	0.102635814558062	0.144240792886766	0.246522410839974	0.169176550879826	0.0518051730911248	0.124864828315685	0.167977224709201	0.090866924644777	0.0187336542597522	0.226495113264818	0.234277701099127	0.0502792410828977	0.212847752978808	0.194198295763594
GSM63016	32	S_gin_h GSM63015, GSM63016, GSM63017	Neuron	GabaSSTReln	Gaba	Gabaergic	Gaba	GabaSSTReln	GABAergic Interneurons, SST+	Hippocampus	Hippocampus	46-80	69	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.88962088479876	0.163678397513153	0.170490543667692	0.328025868937758	0.083888745229987	0.138979028928159	0.160010686562637	0.0674135822492289	0.0613920122856155	0.0845667446133694	0.179821190876227	0.0927886480406377	0.0264665313741552	0.200137667289159	0.27105916202912	0.0794934877692684	0.242228484327543	0.190591862734851
GSM63017	32	S_gin_h GSM63015, GSM63016, GSM63017	Neuron	GabaSSTReln	Gaba	Gabaergic	Gaba	GabaSSTReln	GABAergic Interneurons, SST+	Hippocampus	Hippocampus	46-80	69	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.831224644954388	0.126817538871395	0.181788614027281	0.310961029323386	0.0670720737154345	0.195942327952508	0.221740752250992	0.0972268473722043	0.055695010830861	0.0865039727559627	0.180705117192276	0.100886049681097	0.0289493357861489	0.200678291045175	0.219041280142394	0.0390181224943002	0.22053709449849	0.186164006052605
GSM63021	33	S_g42_cg GSM63021, GSM63022, GSM63023	Neuron	GabaPV	GabaPV	Gabaergic	GabaPV	GabaPV	GABAergic Interneurons, PV+	Cortex	Cingulate Cortex	46-80	70	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.847819198209343	0.135892089252883	0.157800663271959	0.279952165138048	0.106905291420167	0.104674221030822	0.171361892438105	0.050065908402356	0.0477010189763324	0.110168203164694	0.170564647958724	0.0843273381482078	0.0329606709687672	0.195894628946927	0.18503886753484	0.0370260498985225	0.193681525825665	0.171284375328609
GSM63022	33	S_g42_cg GSM63021, GSM63022, GSM63023	Neuron	GabaPV	GabaPV	Gabaergic	GabaPV	GabaPV	GABAergic Interneurons, PV+	Cortex	Cingulate Cortex	46-80	70	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.864822048013794	0.130652413116247	0.175821780680879	0.311246162385759	0.106978201230091	0.0829948029715729	0.201276114568873	0.0640233191261058	0.0604399631866527	0.10422518494111	0.173955758125084	0.109159096191307	0.0256129292885143	0.158038236254659	0.209777674878397	0.0642959702068817	0.214937769119278	0.179897495546189
GSM63023	33	S_g42_cg GSM63021, GSM63022, GSM63023	Neuron	GabaPV	GabaPV	Gabaergic	GabaPV	GabaPV	GABAergic Interneurons, PV+	Cortex	Cingulate Cortex	46-80	70	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.822906144427766	0.137981334257592	0.165359054509861	0.324957305891789	0.0699980060832827	0.123044341394514	0.204956706539901	0.0370131910311748	0.0714851672197563	0.150163631680606	0.166383065390011	0.0962113409349183	0.0429391114235111	0.124870224475377	0.163428883276063	0.0486772297661188	0.213106560382338	0.174322429334387
GSM63030	34	S_g42_lg: GSM63030, GSM63031, GSM63032	Neuron	GabaReln	Gaba	Gabaergic	Gaba	GabaReln	GABAergic Interneurons, PV+	Thalamus	Thalamus (Lateral Geniculate Nucleus)	46-80	71	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.866146301990643	0.149373363099707	0.18743289372229	0.286124882693233	0.0732087236036899	0.096465381807869	0.193487336017032	0.0527554722520506	0.031777311632122	0.122575947951909	0.162243148840886	0.102262423657826	0.0337132170480555	0.301618728682831	0.464168960974333	0.0382749098079439	0.217667573987195	0.198782151633507
GSM63031	34	S_g42_lg: GSM63030, GSM63031, GSM63032	Neuron	GabaReln	Gaba	Gabaergic	Gaba	GabaReln	GABAergic Interneurons, PV+	Thalamus	Thalamus (Lateral Geniculate Nucleus)	46-80	71	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.889720887337681	0.137684087103886	0.162416212611485	0.226315487625617	0.0519263063770523	0.120355834409359	0.248280026706004	0.102998657460726	0.043172943446453	0.113350144436399	0.177183886270455	0.10442556099758	0.0176911303137145	0.256134146172242	0.536458308354879	0.0563878870534627	0.238648636455817	0.204891184890166
GSM63032	34	S_g42_lg: GSM63030, GSM63031, GSM63032	Neuron	GabaReln	Gaba	Gabaergic	Gaba	GabaReln	GABAergic Interneurons, PV+	Thalamus	Thalamus (Lateral Geniculate Nucleus)	46-80	71	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix MOE430A	Sugino et al., 2006	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.872167304099537	0.124343776003345	0.24937004066114	0.329650906481545	0.0707906390170489	0.0931221816079885	0.224230004720658	0.107611934451304	0.0539821564739429	0.117371946535217	0.179722618105835	0.0920660247897171	0.0340980316664293	0.235339907079766	0.530714239653158	0.0628227354285832	0.228417870487963	0.212107195133128
GSM444355	35	S_g42_p15:v2_H34P13,v2_rhwj1,v2_rhwj2: GSM444355, GSM444356, GSM444357	Neuron	GabaPV	GabaPV	Gabaergic	GabaPV	GabaPV	GABAergic Interneurons, PV+, P13-P15	Cortex	Somatosensory Cortex	14-35	15	Manual	Pico Pure RNA isolation kit	T7 IVT	Affymetrix 430 2.0	Okaty et al., 2009	0	1	0	male	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.804873509310707	0.103129293663368	0.26352418833728	0.341629866347404	0.130236824358285	0.12235929902229	0.14927339095657	0.377451492287025	0.108940415858493	0.124317781629454	0.145107173599621	0.0753790569625871	0.028639879597241	0.182749161144685	0.199118458976922	0.0500800965569813	0.207841973153017	0.20086187422129
